x,y,z,pot
34.4260,-3.9893,-611.0916,0.143714
35.5796,-4.0585,-610.0258,0.143940
36.7338,-4.1271,-608.9625,0.144166
37.8890,-4.1949,-607.9017,0.144393
39.0448,-4.2624,-606.8430,0.144619
40.2012,-4.3300,-605.7867,0.144844
41.3586,-4.3972,-604.7330,0.145070
42.5170,-4.4636,-603.6820,0.145296
43.6766,-4.5289,-602.6339,0.145521
44.8374,-4.5936,-601.5887,0.145746
45.9993,-4.6576,-600.5463,0.145971
47.1622,-4.7210,-599.5067,0.146196
48.3263,-4.7831,-598.4702,0.146421
49.4919,-4.8431,-597.4368,0.146645
50.6587,-4.9012,-596.4067,0.146870
51.8272,-4.9580,-595.3798,0.147094
52.9971,-5.0141,-594.3563,0.147318
54.1686,-5.0697,-593.3363,0.147542
55.3418,-5.1243,-592.3201,0.147766
56.5168,-5.1778,-591.3076,0.147989
57.6933,-5.2296,-590.2988,0.148213
58.8713,-5.2800,-589.2935,0.148436
60.0509,-5.3285,-588.2917,0.148659
61.2321,-5.3742,-587.2940,0.148882
62.4157,-5.4163,-586.3010,0.149104
63.6014,-5.4542,-585.3127,0.149327
64.7896,-5.4878,-584.3290,0.149549
65.9802,-5.5174,-583.3504,0.149771
67.1735,-5.5458,-582.3773,0.149993
68.3692,-5.5688,-581.4102,0.150215
69.5672,-5.5881,-580.4484,0.150436
70.7670,-5.6033,-579.4928,0.150657
71.9698,-5.6135,-578.5439,0.150878
73.1758,-5.6229,-577.6011,0.151098
74.3852,-5.6321,-576.6658,0.151318
75.5988,-5.6401,-575.7401,0.151538
76.8169,-5.6439,-574.8240,0.151758
78.0377,-5.6409,-573.9175,0.151977
79.2626,-5.6336,-573.0187,0.152196
80.4919,-5.6242,-572.1296,0.152414
81.7249,-5.6131,-571.2479,0.152633
82.9610,-5.5989,-570.3741,0.152851
84.2000,-5.5829,-569.5078,0.153068
85.4411,-5.5644,-568.6476,0.153286
86.6838,-5.5407,-567.7934,0.153503
87.9280,-5.5110,-566.9447,0.153720
89.1732,-5.4765,-566.1007,0.153937
90.4185,-5.4393,-565.2602,0.154153
91.6632,-5.4001,-564.4223,0.154370
93.0314,-5.3525,-563.5034,0.154607
94.3983,-5.3017,-562.5868,0.154844
95.7635,-5.2488,-561.6717,0.155081
97.1266,-5.1951,-560.7576,0.155318
98.4871,-5.1402,-559.8441,0.155554
99.8437,-5.0819,-558.9296,0.155790
101.1955,-5.0188,-558.0128,0.156025
102.5413,-4.9504,-557.0924,0.156260
103.8802,-4.8754,-556.1672,0.156495
105.2116,-4.7953,-555.2361,0.156729
106.5352,-4.7107,-554.2989,0.156963
107.8515,-4.6240,-553.3562,0.157197
109.1589,-4.5324,-552.4070,0.157430
110.4572,-4.4353,-551.4509,0.157663
111.7454,-4.3302,-550.4874,0.157895
113.0240,-4.2171,-549.5170,0.158127
114.2930,-4.0968,-548.5400,0.158358
115.5531,-3.9707,-547.5570,0.158589
116.8040,-3.8387,-546.5684,0.158820
118.0458,-3.7016,-545.5741,0.159050
119.2776,-3.5587,-544.5734,0.159279
120.4996,-3.4106,-543.5662,0.159508
121.7115,-3.2575,-542.5527,0.159737
122.9134,-3.1005,-541.5328,0.159965
124.1045,-2.9391,-540.5063,0.160193
125.2844,-2.7728,-539.4726,0.160420
126.4527,-2.6019,-538.4319,0.160647
127.6085,-2.4257,-537.3837,0.160873
128.7516,-2.2449,-536.3282,0.161099
129.8823,-2.0607,-535.2654,0.161324
131.0009,-1.8755,-534.1957,0.161548
132.1073,-1.6902,-533.1192,0.161772
133.2005,-1.5039,-532.0355,0.161996
134.2797,-1.3153,-530.9441,0.162218
135.3453,-1.1249,-529.8457,0.162440
136.3971,-0.9325,-528.7400,0.162662
137.4350,-0.7388,-527.6275,0.162883
138.4585,-0.5432,-526.5076,0.163103
139.4673,-0.3453,-525.3808,0.163323
140.4611,-0.1454,-524.2468,0.163542
141.4394,0.0592,-523.1063,0.163761
142.4897,0.2881,-521.8555,0.163998
143.5224,0.5240,-520.5976,0.164235
144.5389,0.7660,-519.3331,0.164471
145.5417,1.0113,-518.0621,0.164707
146.5312,1.2594,-516.7845,0.164943
147.5086,1.5082,-515.4993,0.165178
148.4725,1.7596,-514.2059,0.165413
149.4241,2.0122,-512.9051,0.165648
150.3644,2.2647,-511.5963,0.165883
151.2921,2.5179,-510.2790,0.166118
152.2068,2.7723,-508.9530,0.166353
153.1094,3.0273,-507.6181,0.166588
154.0002,3.2833,-506.2750,0.166823
154.8801,3.5393,-504.9239,0.167058
155.7495,3.7942,-503.5648,0.167294
156.6096,4.0463,-502.1980,0.167529
157.4599,4.2973,-500.8236,0.167765
158.3002,4.5482,-499.4421,0.168001
159.1308,4.7988,-498.0536,0.168236
159.9517,5.0493,-496.6581,0.168472
160.7619,5.3014,-495.2557,0.168708
161.5615,5.5558,-493.8465,0.168945
162.3511,5.8131,-492.4310,0.169181
163.1319,6.0730,-491.0099,0.169418
163.9051,6.3335,-489.5835,0.169654
164.6715,6.5938,-488.1523,0.169891
165.4314,6.8522,-486.7159,0.170128
166.1835,7.1095,-485.2742,0.170365
166.9266,7.3668,-483.8264,0.170603
167.6605,7.6246,-482.3730,0.170840
168.3862,7.8818,-480.9140,0.171078
169.1038,8.1378,-479.4498,0.171316
169.8140,8.3914,-477.9802,0.171554
170.5166,8.6424,-476.5051,0.171792
171.2116,8.8903,-475.0247,0.172030
171.8419,9.1148,-473.6630,0.172249
172.4663,9.3362,-472.2966,0.172467
173.0847,9.5553,-470.9260,0.172686
173.6971,9.7715,-469.5513,0.172905
174.3030,9.9866,-468.1721,0.173124
174.9023,10.2010,-466.7887,0.173344
175.4956,10.4147,-465.4012,0.173563
176.0835,10.6271,-464.0101,0.173783
176.6671,10.8375,-462.6156,0.174003
177.2452,11.0471,-461.2174,0.174223
177.8175,11.2561,-459.8152,0.174443
178.3843,11.4645,-458.4096,0.174664
178.9458,11.6723,-457.0005,0.174884
179.5026,11.8787,-455.5879,0.175105
180.0546,12.0839,-454.1718,0.175326
180.6024,12.2858,-452.7524,0.175547
181.1461,12.4830,-451.3292,0.175768
181.6852,12.6751,-449.9023,0.175990
182.2188,12.8629,-448.4713,0.176211
182.7456,13.0478,-447.0359,0.176433
183.2658,13.2288,-445.5957,0.176655
183.7798,13.4047,-444.1515,0.176878
184.2878,13.5746,-442.7028,0.177100
184.7887,13.7391,-441.2496,0.177323
185.2813,13.9000,-439.7911,0.177546
185.7649,14.0581,-438.3277,0.177769
186.2396,14.2128,-436.8596,0.177992
186.7058,14.3638,-435.3862,0.178216
187.1627,14.5127,-433.9083,0.178440
187.6104,14.6594,-432.4253,0.178664
188.0493,14.8034,-430.9377,0.178888
188.4806,14.9437,-429.4457,0.179113
188.9046,15.0806,-427.9492,0.179338
189.3207,15.2160,-426.4486,0.179563
189.7287,15.3503,-424.9437,0.179789
190.1285,15.4851,-423.4348,0.180014
190.5215,15.6203,-421.9221,0.180240
190.9089,15.7564,-420.4061,0.180467
191.2929,15.8924,-418.8872,0.180693
191.6763,16.0278,-417.3661,0.180920
192.0611,16.1615,-415.8433,0.181147
192.4486,16.2943,-414.3189,0.181374
192.8391,16.4271,-412.7935,0.181602
193.2334,16.5605,-411.2673,0.181830
193.6320,16.6944,-409.7401,0.182058
194.0369,16.8276,-408.2125,0.182287
194.4495,16.9596,-406.6855,0.182515
194.8707,17.0890,-405.1583,0.182744
195.2999,17.2146,-403.6306,0.182973
195.7363,17.3379,-402.1041,0.183203
196.1814,17.4587,-400.5786,0.183432
196.6374,17.5777,-399.0528,0.183662
197.1041,17.6945,-397.5276,0.183893
197.5804,17.8089,-396.0043,0.184123
198.0656,17.9195,-394.4808,0.184354
198.5606,18.0271,-392.9579,0.184585
199.0696,18.1357,-391.4384,0.184817
199.5932,18.2457,-389.9215,0.185049
200.1303,18.3575,-388.4075,0.185280
200.6787,18.4674,-386.8952,0.185513
201.2396,18.5770,-385.3860,0.185745
201.8111,18.6803,-383.8776,0.185978
202.3942,18.7786,-382.3719,0.186211
202.9904,18.8714,-380.8690,0.186444
203.6025,18.9622,-379.3696,0.186678
204.2308,19.0518,-377.8753,0.186912
204.8748,19.1401,-376.3852,0.187146
205.5334,19.2271,-374.8995,0.187381
206.2056,19.3124,-373.4172,0.187615
206.8906,19.3971,-371.9386,0.187850
207.5872,19.4809,-370.4630,0.188086
208.2945,19.5642,-368.9901,0.188321
209.0117,19.6472,-367.5194,0.188557
209.7384,19.7304,-366.0511,0.188794
210.4740,19.8135,-364.5846,0.189030
211.2181,19.8963,-363.1200,0.189267
211.9706,19.9779,-361.6572,0.189505
212.7314,20.0596,-360.1962,0.189742
213.5007,20.1413,-358.7371,0.189980
214.2073,20.2151,-357.4123,0.190197
214.9203,20.2879,-356.0890,0.190413
215.6398,20.3591,-354.7671,0.190631
216.3661,20.4302,-353.4466,0.190848
217.0991,20.5012,-352.1277,0.191065
217.8382,20.5718,-350.8103,0.191283
218.5830,20.6411,-349.4939,0.191501
219.3338,20.7102,-348.1788,0.191720
220.0906,20.7801,-346.8651,0.191938
220.8534,20.8505,-345.5527,0.192157
221.6218,20.9210,-344.2416,0.192376
222.3953,20.9906,-342.9314,0.192596
223.1740,21.0603,-341.6220,0.192816
223.9582,21.1299,-340.3138,0.193035
224.7476,21.1994,-339.0067,0.193256
225.5422,21.2683,-337.7007,0.193476
226.3422,21.3370,-336.3957,0.193697
227.1470,21.4047,-335.0915,0.193918
227.9564,21.4720,-333.7885,0.194139
228.7706,21.5389,-332.4858,0.194361
229.5896,21.6073,-331.1843,0.194582
230.4132,21.6769,-329.8836,0.194804
231.2411,21.7470,-328.5836,0.195027
232.0732,21.8170,-327.2842,0.195249
232.9092,21.8860,-325.9850,0.195472
233.7485,21.9540,-324.6859,0.195695
234.5910,22.0216,-323.3867,0.195918
235.4363,22.0880,-322.0873,0.196142
236.2843,22.1537,-320.7872,0.196365
237.1354,22.2193,-319.4873,0.196589
237.9899,22.2845,-318.1874,0.196814
238.8478,22.3500,-316.8876,0.197038
239.7093,22.4158,-315.5882,0.197263
240.5740,22.4819,-314.2887,0.197488
241.4418,22.5479,-312.9893,0.197713
242.3124,22.6142,-311.6897,0.197939
243.1857,22.6801,-310.3897,0.198165
244.0612,22.7461,-309.0893,0.198391
244.9391,22.8119,-307.7883,0.198617
245.8190,22.8788,-306.4867,0.198844
246.7009,22.9466,-305.1843,0.199070
247.5846,23.0153,-303.8813,0.199297
248.4705,23.0843,-302.5777,0.199525
249.3586,23.1538,-301.2735,0.199752
250.2492,23.2236,-299.9690,0.199980
251.1423,23.2930,-298.6642,0.200208
252.0382,23.3617,-297.3592,0.200436
252.9371,23.4297,-296.0543,0.200665
253.8392,23.4980,-294.7497,0.200893
254.7448,23.5665,-293.4454,0.201122
255.6535,23.6350,-292.1412,0.201351
256.5655,23.7023,-290.8373,0.201581
257.4810,23.7676,-289.5337,0.201811
258.4001,23.8305,-288.2304,0.202040
259.3225,23.8936,-286.9281,0.202271
260.2487,23.9591,-285.6266,0.202501
261.1791,24.0286,-284.3260,0.202731
262.1130,24.1013,-283.0264,0.202962
263.0493,24.1744,-281.7268,0.203193
263.9874,24.2460,-280.4262,0.203424
264.9266,24.3172,-279.1245,0.203656
265.8670,24.3888,-277.8217,0.203888
266.8083,24.4613,-276.5179,0.204119
267.7504,24.5339,-275.2126,0.204352
268.6928,24.6065,-273.9056,0.204584
269.6358,24.6786,-272.5970,0.204816
270.5797,24.7497,-271.2872,0.205049
271.5246,24.8204,-269.9763,0.205282
272.4703,24.8917,-268.6641,0.205516
273.4167,24.9635,-267.3505,0.205749
274.3637,25.0358,-266.0356,0.205983
275.3116,25.1079,-264.7195,0.206217
276.2602,25.1803,-263.4020,0.206451
277.2095,25.2527,-262.0834,0.206685
278.1592,25.3254,-260.7631,0.206919
279.1101,25.3982,-259.4418,0.207154
280.0624,25.4715,-258.1198,0.207389
281.0158,25.5461,-256.7970,0.207624
281.9702,25.6220,-255.4731,0.207860
282.9251,25.6997,-254.1481,0.208095
283.8810,25.7777,-252.8219,0.208331
284.8379,25.8553,-251.4947,0.208567
285.7958,25.9316,-250.1666,0.208803
286.7550,26.0062,-248.8373,0.209039
287.7158,26.0799,-247.5077,0.209276
288.6792,26.1529,-246.1780,0.209513
289.6451,26.2257,-244.8486,0.209750
290.6143,26.2990,-243.5200,0.209987
291.5866,26.3723,-242.1919,0.210224
292.5625,26.4464,-240.8649,0.210462
293.5419,26.5204,-239.5386,0.210699
294.5242,26.5945,-238.2130,0.210937
295.5093,26.6683,-236.8877,0.211175
296.4968,26.7429,-235.5627,0.211414
297.4865,26.8179,-234.2377,0.211652
298.4778,26.8937,-232.9122,0.211891
299.4700,26.9696,-231.5859,0.212130
300.4629,27.0453,-230.2583,0.212369
301.4560,27.1216,-228.9294,0.212608
302.4489,27.1980,-227.5987,0.212847
303.4414,27.2750,-226.2663,0.213087
304.4336,27.3518,-224.9319,0.213327
305.4250,27.4282,-223.5953,0.213567
306.4152,27.5042,-222.2564,0.213807
307.4039,27.5802,-220.9148,0.214047
308.2924,27.6486,-219.7050,0.214264
309.1796,27.7171,-218.4930,0.214480
310.0654,27.7853,-217.2788,0.214697
310.9501,27.8526,-216.0624,0.214914
311.8335,27.9193,-214.8439,0.215131
312.7156,27.9858,-213.6232,0.215348
313.5960,28.0525,-212.4000,0.215565
314.4747,28.1196,-211.1746,0.215783
315.3519,28.1869,-209.9468,0.216000
316.2273,28.2546,-208.7165,0.216218
317.1008,28.3228,-207.4838,0.216436
317.9725,28.3912,-206.2487,0.216654
318.8423,28.4598,-205.0109,0.216872
319.7103,28.5283,-203.7708,0.217091
320.5768,28.5958,-202.5284,0.217309
321.4415,28.6626,-201.2836,0.217527
322.3044,28.7289,-200.0362,0.217746
323.1655,28.7946,-198.7865,0.217965
324.0248,28.8597,-197.5345,0.218184
324.8823,28.9246,-196.2800,0.218403
325.7379,28.9891,-195.0229,0.218622
326.5916,29.0534,-193.7635,0.218842
327.4436,29.1170,-192.5019,0.219061
328.2939,29.1804,-191.2378,0.219281
329.1422,29.2439,-189.9713,0.219501
329.9885,29.3079,-188.7025,0.219721
330.8329,29.3721,-187.4312,0.219941
331.6753,29.4364,-186.1574,0.220161
332.5156,29.5003,-184.8812,0.220381
333.3540,29.5633,-183.6026,0.220601
334.1901,29.6260,-182.3214,0.220822
335.0237,29.6885,-181.0375,0.221043
335.8548,29.7512,-179.7508,0.221264
336.6835,29.8137,-178.4617,0.221485
337.5100,29.8765,-177.1700,0.221706
338.3340,29.9391,-175.8756,0.221927
339.1559,30.0010,-174.5788,0.222148
339.9756,30.0620,-173.2798,0.222370
340.7928,30.1226,-171.9786,0.222591
341.6073,30.1838,-170.6753,0.222813
342.4193,30.2458,-169.3704,0.223034
343.2290,30.3081,-168.0640,0.223256
344.0368,30.3703,-166.7565,0.223477
344.8427,30.4319,-165.4481,0.223699
345.6466,30.4932,-164.1385,0.223921
346.4489,30.5544,-162.8280,0.224142
347.2502,30.6152,-161.5171,0.224364
348.0504,30.6755,-160.2056,0.224585
348.8490,30.7353,-158.8934,0.224807
349.6459,30.7965,-157.5805,0.225028
350.4408,30.8589,-156.2665,0.225249
351.2329,30.9233,-154.9514,0.225471
352.0225,30.9883,-153.6349,0.225692
352.8088,31.0542,-152.3167,0.225913
353.5924,31.1207,-150.9971,0.226135
354.3736,31.1867,-149.6763,0.226356
355.1527,31.2516,-148.3544,0.226577
355.9294,31.3159,-147.0313,0.226798
356.7037,31.3808,-145.7070,0.227020
357.4755,31.4471,-144.3817,0.227241
358.2444,31.5153,-143.0550,0.227462
359.0105,31.5849,-141.7269,0.227683
359.7736,31.6559,-140.3974,0.227904
360.5341,31.7275,-139.0667,0.228125
361.2928,31.7996,-137.7352,0.228346
362.0507,31.8721,-136.4034,0.228567
362.8072,31.9445,-135.0710,0.228788
363.5611,32.0158,-133.7374,0.229009
364.3116,32.0862,-132.4022,0.229230
365.0585,32.1568,-131.0651,0.229451
365.8017,32.2278,-129.7263,0.229671
366.5410,32.2998,-128.3857,0.229892
367.2765,32.3729,-127.0435,0.230113
368.0084,32.4471,-125.6996,0.230334
368.7366,32.5225,-124.3540,0.230554
369.4615,32.5984,-123.0069,0.230775
370.1826,32.6746,-121.6582,0.230995
370.8999,32.7517,-120.3078,0.231216
371.6136,32.8295,-118.9558,0.231437
372.3234,32.9086,-117.6023,0.231657
373.0296,32.9872,-116.2470,0.231877
373.7322,33.0653,-114.8900,0.232098
374.4310,33.1422,-113.5313,0.232318
375.1257,33.2184,-112.1709,0.232539
375.8162,33.2950,-110.8085,0.232759
376.5025,33.3721,-109.4445,0.232979
377.1845,33.4496,-108.0786,0.233199
377.8624,33.5272,-106.7109,0.233419
378.5360,33.6054,-105.3414,0.233640
379.2051,33.6844,-103.9702,0.233860
379.8696,33.7646,-102.5970,0.234080
380.5294,33.8459,-101.2221,0.234300
381.1846,33.9277,-99.8453,0.234520
381.8353,34.0096,-98.4666,0.234740
382.4815,34.0921,-97.0862,0.234960
383.1234,34.1742,-95.7040,0.235179
383.7608,34.2569,-94.3201,0.235399
384.3940,34.3392,-92.9346,0.235619
385.0232,34.4221,-91.5477,0.235839
385.6483,34.5056,-90.1592,0.236058
386.2697,34.5895,-88.7694,0.236278
386.8877,34.6731,-87.3783,0.236498
387.5024,34.7556,-85.9860,0.236717
388.1136,34.8379,-84.5924,0.236937
388.7214,34.9195,-83.1975,0.237156
389.3257,35.0014,-81.8015,0.237376
389.9270,35.0821,-80.4043,0.237595
390.5247,35.1639,-79.0061,0.237814
391.1191,35.2461,-77.6068,0.238034
391.7105,35.3290,-76.2063,0.238253
392.2991,35.4111,-74.8049,0.238472
392.8853,35.4915,-73.4027,0.238692
393.4692,35.5706,-71.9996,0.238911
394.0504,35.6496,-70.5957,0.239130
394.6289,35.7290,-69.1910,0.239349
395.2048,35.8087,-67.7854,0.239568
395.7783,35.8877,-66.3790,0.239787
396.3493,35.9663,-64.9718,0.240006
396.9180,36.0441,-63.5638,0.240225
397.4843,36.1217,-62.1551,0.240444
398.0482,36.1987,-60.7456,0.240663
398.6099,36.2745,-59.3352,0.240882
399.1693,36.3495,-57.9242,0.241101
399.7263,36.4238,-56.5124,0.241320
400.2812,36.4978,-55.0998,0.241539
400.8336,36.5715,-53.6866,0.241758
401.3840,36.6443,-52.2726,0.241977
401.9325,36.7165,-50.8580,0.242196
402.4790,36.7882,-49.4427,0.242414
403.0236,36.8592,-48.0269,0.242633
403.5661,36.9296,-46.6104,0.242852
404.1063,37.0000,-45.1932,0.243071
404.6447,37.0700,-43.7754,0.243289
405.1818,37.1392,-42.3571,0.243508
405.7172,37.2067,-40.9383,0.243727
406.2511,37.2731,-39.5189,0.243945
406.7840,37.3401,-38.0995,0.244164
407.3164,37.4077,-36.6799,0.244383
407.8481,37.4761,-35.2602,0.244601
408.3794,37.5433,-33.8404,0.244820
408.9106,37.6097,-32.4205,0.245038
409.4419,37.6751,-31.0008,0.245257
409.9733,37.7408,-29.5813,0.245475
410.5043,37.8065,-28.1618,0.245694
411.0351,37.8725,-26.7423,0.245913
411.5658,37.9386,-25.3228,0.246131
412.0964,38.0050,-23.9031,0.246350
412.6268,38.0713,-22.4831,0.246568
413.1570,38.1367,-21.0623,0.246787
413.6866,38.2010,-19.6414,0.247005
414.2161,38.2641,-18.2199,0.247224
414.7451,38.3282,-16.7979,0.247443
415.2735,38.3933,-15.3755,0.247662
415.8010,38.4598,-13.9525,0.247881
416.3278,38.5263,-12.5289,0.248099
416.8538,38.5925,-11.1046,0.248318
417.3792,38.6584,-9.6798,0.248537
417.9034,38.7236,-8.2541,0.248756
418.4265,38.7889,-6.8278,0.248975
418.9485,38.8539,-5.4008,0.249194
419.4696,38.9194,-3.9731,0.249414
419.9895,38.9855,-2.5448,0.249633
420.5082,39.0512,-1.1156,0.249852
421.0257,39.1163,0.3144,0.250071
421.5421,39.1805,1.7451,0.250291
422.0571,39.2448,3.1765,0.250510
422.5710,39.3093,4.6087,0.250729
423.0834,39.3747,6.0416,0.250949
423.5942,39.4408,7.4753,0.251168
424.1035,39.5080,8.9099,0.251388
424.6113,39.5757,10.3452,0.251607
425.1181,39.6429,11.7812,0.251827
425.6237,39.7094,13.2180,0.252046
426.1281,39.7758,14.6554,0.252266
426.6314,39.8424,16.0935,0.252486
427.1334,39.9101,17.5322,0.252705
427.6343,39.9777,18.9717,0.252925
428.1342,40.0458,20.4117,0.253145
428.6335,40.1143,21.8521,0.253365
429.1320,40.1837,23.2930,0.253585
429.6296,40.2537,24.7345,0.253805
430.1266,40.3232,26.1765,0.254025
430.6231,40.3915,27.6189,0.254245
431.1193,40.4590,29.0619,0.254465
431.6151,40.5264,30.5052,0.254685
432.1105,40.5937,31.9489,0.254905
432.6054,40.6610,33.3930,0.255125
433.0998,40.7283,34.8376,0.255345
433.5934,40.7962,36.2827,0.255565
434.0864,40.8643,37.7282,0.255785
434.5789,40.9326,39.1741,0.256006
435.0708,41.0011,40.6204,0.256226
435.5621,41.0703,42.0672,0.256446
436.0527,41.1400,43.5144,0.256667
436.5428,41.2096,44.9621,0.256887
437.0322,41.2793,46.4102,0.257107
437.5210,41.3489,47.8587,0.257328
438.0092,41.4188,49.3077,0.257548
438.4966,41.4883,50.7572,0.257769
438.9834,41.5576,52.2072,0.257990
439.4695,41.6263,53.6575,0.258210
439.9551,41.6954,55.1084,0.258431
440.4401,41.7651,56.5596,0.258651
440.9247,41.8351,58.0111,0.258872
441.4089,41.9047,59.4631,0.259093
441.8927,41.9738,60.9155,0.259313
442.3761,42.0431,62.3681,0.259534
442.8592,42.1122,63.8211,0.259755
443.3418,42.1819,65.2745,0.259976
443.8242,42.2518,66.7281,0.260197
444.3062,42.3220,68.1821,0.260418
444.7876,42.3929,69.6364,0.260639
445.2686,42.4637,71.0911,0.260859
445.7491,42.5351,72.5461,0.261080
446.2291,42.6065,74.0015,0.261301
446.7088,42.6779,75.4573,0.261523
447.1880,42.7487,76.9134,0.261744
447.6668,42.8184,78.3700,0.261965
448.1453,42.8878,79.8268,0.262186
448.6234,42.9571,81.2840,0.262407
449.1012,43.0270,82.7415,0.262628
449.5786,43.0969,84.1993,0.262849
450.0555,43.1666,85.6574,0.263071
450.5320,43.2370,87.1159,0.263292
451.0082,43.3079,88.5747,0.263513
451.4842,43.3785,90.0338,0.263734
451.9599,43.4480,91.4933,0.263956
452.4353,43.5165,92.9530,0.264177
452.9105,43.5852,94.4130,0.264399
453.3854,43.6550,95.8733,0.264620
453.8601,43.7255,97.3337,0.264841
454.3348,43.7954,98.7945,0.265063
454.8092,43.8656,100.2555,0.265284
455.2834,43.9352,101.7168,0.265506
455.7575,44.0056,103.1783,0.265728
456.2313,44.0762,104.6400,0.265949
456.7049,44.1461,106.1021,0.266171
457.1784,44.2159,107.5644,0.266392
457.6519,44.2855,109.0268,0.266614
458.1254,44.3559,110.4895,0.266836
458.5987,44.4275,111.9522,0.267057
459.0720,44.5001,113.4151,0.267279
459.5450,44.5728,114.8784,0.267501
460.0179,44.6446,116.3420,0.267723
460.4909,44.7147,117.8056,0.267945
460.9637,44.7831,119.2698,0.268166
461.4365,44.8514,120.7340,0.268388
461.9092,44.9200,122.1985,0.268610
462.3816,44.9892,123.6632,0.268832
462.8540,45.0585,125.1282,0.269054
463.3264,45.1271,126.5933,0.269276
463.7988,45.1949,128.0587,0.269498
464.2710,45.2620,129.5246,0.269720
464.7430,45.3296,130.9904,0.269942
465.2151,45.3970,132.4565,0.270164
465.6869,45.4655,133.9228,0.270386
466.1585,45.5353,135.3892,0.270609
466.6301,45.6058,136.8559,0.270831
467.1015,45.6767,138.3228,0.271053
467.5728,45.7470,139.7899,0.271275
468.0438,45.8181,141.2571,0.271497
468.5147,45.8888,142.7247,0.271720
468.9854,45.9594,144.1926,0.271942
469.4562,46.0288,145.6606,0.272164
469.9271,46.0968,147.1288,0.272387
470.3980,46.1643,148.5974,0.272609
470.8688,46.2322,150.0660,0.272831
471.3398,46.2995,151.5349,0.273054
471.8104,46.3680,153.0038,0.273276
472.2810,46.4370,154.4729,0.273499
472.7513,46.5072,155.9423,0.273721
473.2215,46.5778,157.4119,0.273944
473.6917,46.6475,158.8817,0.274166
474.1618,46.7169,160.3518,0.274389
474.6316,46.7858,161.8221,0.274611
475.1013,46.8547,163.2927,0.274834
475.5711,46.9229,164.7635,0.275056
476.0410,46.9903,166.2344,0.275279
476.5109,47.0575,167.7055,0.275502
476.9805,47.1258,169.1767,0.275724
477.4498,47.1959,170.6480,0.275947
477.9188,47.2673,172.1196,0.276170
478.3879,47.3381,173.5915,0.276393
478.8568,47.4083,175.0635,0.276615
479.3261,47.4777,176.5356,0.276838
479.7953,47.5476,178.0079,0.277061
480.2644,47.6175,179.4804,0.277284
480.7334,47.6872,180.9531,0.277507
481.2025,47.7568,182.4258,0.277730
481.6716,47.8271,183.8987,0.277953
482.1409,47.8975,185.3718,0.278175
482.6104,47.9695,186.8444,0.278398
483.0797,48.0404,188.3177,0.278621
483.5491,48.1119,189.7910,0.278844
484.0180,48.1823,191.2641,0.279067
484.4868,48.2517,192.7380,0.279290
484.9557,48.3214,194.2120,0.279513
485.4245,48.3920,195.6857,0.279736
485.8935,48.4645,197.1595,0.279959
486.3630,48.5389,198.6334,0.280182
486.8329,48.6135,200.1072,0.280406
487.3031,48.6863,201.5812,0.280629
487.7737,48.7576,203.0553,0.280852
488.2447,48.8281,204.5294,0.281075
488.7162,48.8988,206.0035,0.281298
489.1881,48.9691,207.4776,0.281521
489.6605,49.0385,208.9515,0.281745
490.1332,49.1076,210.4252,0.281968
490.6062,49.1766,211.8988,0.282191
491.0794,49.2462,213.3719,0.282414
491.5529,49.3158,214.8445,0.282637
492.0265,49.3858,216.3165,0.282860
492.5005,49.4563,217.7878,0.283083
492.9745,49.5270,219.2584,0.283306
493.4486,49.5982,220.7283,0.283528
493.9225,49.6698,222.1972,0.283751
494.3963,49.7416,223.6652,0.283974
494.8698,49.8134,225.1321,0.284196
495.3433,49.8848,226.5979,0.284418
495.8166,49.9557,228.0626,0.284640
496.2896,50.0259,229.5262,0.284862
496.7626,50.0960,230.9883,0.285083
497.2356,50.1661,232.4489,0.285305
497.7085,50.2366,233.9078,0.285526
498.1814,50.3077,235.3649,0.285747
498.6540,50.3787,236.8197,0.285967
499.1263,50.4501,238.2718,0.286188
499.5981,50.5212,239.7206,0.286407
500.0694,50.5917,241.1654,0.286626
500.5401,50.6611,242.6059,0.286845
501.0099,50.7301,244.0418,0.287063
501.4792,50.7993,245.4730,0.287280
501.9477,50.8693,246.8996,0.287497
502.4676,50.9471,248.4796,0.287736
502.9867,51.0245,250.0541,0.287976
503.5048,51.1012,251.6232,0.288214
504.0220,51.1774,253.1870,0.288451
504.5382,51.2529,254.7454,0.288688
505.0535,51.3288,256.2983,0.288924
505.5677,51.4047,257.8459,0.289159
506.0808,51.4806,259.3883,0.289394
506.5926,51.5556,260.9257,0.289627
507.1031,51.6301,262.4579,0.289860
507.6123,51.7042,263.9849,0.290092
508.1202,51.7783,265.5069,0.290324
508.6266,51.8522,267.0238,0.290554
509.1317,51.9259,268.5357,0.290784
509.6355,51.9992,270.0427,0.291013
510.1377,52.0723,271.5447,0.291242
510.6384,52.1454,273.0417,0.291469
511.1379,52.2191,274.5338,0.291696
511.6360,52.2919,276.0211,0.291922
512.1327,52.3646,277.5034,0.292148
512.6281,52.4366,278.9811,0.292373
513.1220,52.5086,280.4537,0.292597
513.6148,52.5805,281.9215,0.292820
514.1061,52.6523,283.3846,0.293043
514.5963,52.7240,284.8428,0.293264
515.0855,52.7956,286.2961,0.293486
515.5734,52.8666,287.7447,0.293706
516.0602,52.9372,289.1887,0.293926
516.5459,53.0067,290.6279,0.294145
