x,y,z,pot
517.0303,53.0763,292.0623,0.294363
517.5135,53.1463,293.4921,0.294581
517.9953,53.2159,294.9172,0.294798
518.5237,53.2924,296.4796,0.295035
519.0502,53.3687,298.0365,0.295273
519.5748,53.4451,299.5879,0.295509
520.0978,53.5212,301.1340,0.295744
520.6193,53.5967,302.6746,0.295979
521.1390,53.6718,304.2099,0.296212
521.6569,53.7459,305.7399,0.296445
522.1732,53.8197,307.2644,0.296677
522.6877,53.8932,308.7838,0.296909
523.2003,53.9668,310.2978,0.297139
523.7112,54.0404,311.8066,0.297369
524.2203,54.1133,313.3104,0.297598
524.7278,54.1849,314.8091,0.297826
525.2335,54.2560,316.3026,0.298053
525.7375,54.3271,317.7908,0.298280
526.2397,54.3983,319.2740,0.298506
526.7405,54.4693,320.7520,0.298731
527.2399,54.5393,322.2250,0.298955
527.7375,54.6090,323.6930,0.299179
528.2334,54.6780,325.1561,0.299401
528.7275,54.7464,326.6141,0.299623
529.2199,54.8146,328.0673,0.299845
529.7108,54.8827,329.5155,0.300065
530.1998,54.9513,330.9586,0.300285
530.6874,55.0197,332.3970,0.300504
531.1733,55.0877,333.8304,0.300722
531.6578,55.1560,335.2590,0.300940
532.1406,55.2229,336.6828,0.301156
532.6656,55.2969,338.2304,0.301392
533.1888,55.3702,339.7723,0.301627
533.7095,55.4436,341.3086,0.301861
534.2286,55.5169,342.8394,0.302094
534.7454,55.5899,344.3645,0.302326
535.2599,55.6628,345.8843,0.302557
535.7725,55.7347,347.3986,0.302788
536.2830,55.8067,348.9074,0.303018
536.7915,55.8774,350.4109,0.303247
537.2979,55.9481,351.9089,0.303475
537.8023,56.0187,353.4016,0.303702
538.3046,56.0883,354.8889,0.303928
538.8049,56.1586,356.3708,0.304154
539.3031,56.2286,357.8475,0.304378
539.7993,56.2982,359.3190,0.304602
540.2936,56.3679,360.7851,0.304825
540.7857,56.4370,362.2461,0.305048
541.2757,56.5071,363.7018,0.305269
541.7637,56.5763,365.1525,0.305490
542.2495,56.6454,366.5981,0.305710
542.7331,56.7138,368.0387,0.305929
543.2148,56.7816,369.4740,0.306147
543.6946,56.8494,370.9045,0.306365
544.1722,56.9168,372.3299,0.306582
544.6871,56.9885,373.8687,0.306816
545.1998,57.0611,375.4019,0.307049
545.7105,57.1327,376.9305,0.307281
546.2190,57.2054,378.4546,0.307513
546.7255,57.2782,379.9742,0.307744
547.2301,57.3507,381.4897,0.307974
547.7327,57.4233,383.0012,0.308204
548.2335,57.4954,384.5089,0.308433
548.7326,57.5683,386.0126,0.308661
549.2301,57.6402,387.5128,0.308889
549.7258,57.7122,389.0093,0.309117
550.2200,57.7837,390.5022,0.309343
550.7126,57.8550,391.9913,0.309570
551.2036,57.9257,393.4770,0.309795
551.6929,57.9965,394.9590,0.310020
552.1804,58.0667,396.4376,0.310245
552.6661,58.1376,397.9128,0.310469
553.1504,58.2092,399.3854,0.310692
553.6334,58.2808,400.8561,0.310916
554.1155,58.3524,402.3258,0.311139
554.5972,58.4236,403.7954,0.311362
555.0791,58.4944,405.2656,0.311585
555.5615,58.5655,406.7365,0.311808
556.0440,58.6365,408.2085,0.312031
556.5276,58.7078,409.6815,0.312255
557.0123,58.7795,411.1559,0.312479
557.4984,58.8515,412.6320,0.312703
557.9859,58.9235,414.1099,0.312927
558.4750,58.9959,415.5898,0.313152
558.9662,59.0680,417.0724,0.313377
559.4595,59.1408,418.5576,0.313603
559.9548,59.2141,420.0458,0.313829
560.4528,59.2872,421.5371,0.314056
560.9537,59.3614,423.0312,0.314283
561.4583,59.4343,424.5284,0.314511
561.9669,59.5082,426.0280,0.314739
562.4794,59.5814,427.5305,0.314968
562.9957,59.6553,429.0356,0.315198
563.5156,59.7292,430.5436,0.315428
564.0382,59.8032,432.0545,0.315658
564.5627,59.8776,433.5686,0.315889
565.0887,59.9510,435.0864,0.316121
565.6159,60.0255,436.6073,0.316353
566.1440,60.0993,438.1319,0.316586
566.6728,60.1744,439.6594,0.316819
567.2023,60.2490,441.1900,0.317052
567.7324,60.3249,442.7231,0.317286
568.2624,60.4002,444.2590,0.317521
568.7516,60.4706,445.6787,0.317737
569.2409,60.5416,447.1003,0.317954
569.7297,60.6126,448.5238,0.318171
570.2182,60.6839,449.9489,0.318388
570.7060,60.7550,451.3758,0.318606
571.1931,60.8266,452.8042,0.318823
571.6800,60.8981,454.2340,0.319041
572.1663,60.9697,455.6648,0.319259
572.6519,61.0418,457.0966,0.319477
573.1367,61.1135,458.5293,0.319695
573.6208,61.1864,459.9625,0.319914
574.1044,61.2591,461.3961,0.320132
574.5872,61.3316,462.8303,0.320350
575.0692,61.4035,464.2649,0.320568
575.5505,61.4746,465.6997,0.320787
576.0311,61.5459,467.1342,0.321005
576.5107,61.6166,468.5685,0.321223
576.9893,61.6878,470.0016,0.321441
577.4666,61.7583,471.4331,0.321658
577.9427,61.8294,472.8619,0.321875
578.4176,61.9003,474.2880,0.322092
578.9302,61.9770,475.8289,0.322326
579.4413,62.0538,477.3650,0.322560
579.9505,62.1306,478.8954,0.322793
580.4578,62.2076,480.4198,0.323024
580.9629,62.2837,481.9384,0.323255
581.4660,62.3588,483.4511,0.323485
581.9670,62.4339,484.9580,0.323714
582.4658,62.5077,486.4591,0.323942
582.9626,62.5823,487.9545,0.324169
583.4575,62.6558,489.4440,0.324396
583.9503,62.7301,490.9277,0.324621
584.4408,62.8043,492.4058,0.324846
584.9292,62.8784,493.8782,0.325069
585.4156,62.9521,495.3451,0.325292
585.9003,63.0255,496.8063,0.325514
586.3833,63.0982,498.2617,0.325735
586.8651,63.1704,499.7114,0.325956
587.3457,63.2417,501.1553,0.326175
587.8248,63.3128,502.5935,0.326394
588.3024,63.3833,504.0262,0.326612
588.7784,63.4535,505.4533,0.326829
589.2896,63.5284,506.9847,0.327061
589.7996,63.6027,508.5122,0.327294
590.3080,63.6763,510.0362,0.327525
590.8155,63.7507,511.5591,0.327757
591.3231,63.8258,513.0854,0.327989
591.8276,63.9011,514.6035,0.328219
592.3291,63.9752,516.1140,0.328449
592.8279,64.0478,517.6172,0.328677
593.3238,64.1189,519.1130,0.328905
593.8171,64.1908,520.6014,0.329131
594.3078,64.2609,522.0826,0.329356
594.7957,64.3310,523.5565,0.329580
595.2811,64.4008,525.0239,0.329803
595.7653,64.4699,526.4879,0.330025
596.2479,64.5398,527.9484,0.330247
596.7294,64.6088,529.4072,0.330468
597.2098,64.6786,530.8658,0.330690
597.6865,64.7471,532.3145,0.330910
598.1592,64.8165,533.7535,0.331128
598.6288,64.8856,535.1835,0.331345
599.1281,64.9584,536.7052,0.331576
599.6239,65.0321,538.2164,0.331805
600.1160,65.1039,539.7174,0.332033
600.6050,65.1757,541.2076,0.332259
601.0905,65.2465,542.6878,0.332484
601.5725,65.3169,544.1575,0.332707
602.0513,65.3876,545.6171,0.332928
602.5266,65.4581,547.0665,0.333148
602.9987,65.5287,548.5061,0.333367
603.4673,65.5980,549.9358,0.333584
603.9637,65.6721,551.4499,0.333814
604.4562,65.7455,552.9531,0.334042
604.9450,65.8174,554.4454,0.334268
605.4301,65.8895,555.9268,0.334493
605.9113,65.9589,557.3977,0.334716
606.3889,66.0293,558.8578,0.334938
606.8628,66.0982,560.3074,0.335158
607.3328,66.1682,561.7465,0.335376
607.7991,66.2370,563.1755,0.335593
608.2902,66.3085,564.6827,0.335821
608.7773,66.3795,566.1786,0.336048
609.2605,66.4486,567.6631,0.336273
609.7401,66.5180,569.1364,0.336497
610.2159,66.5852,570.5986,0.336718
610.6880,66.6518,572.0497,0.336938
611.1567,66.7177,573.4899,0.337157
611.6219,66.7824,574.9188,0.337373
612.1109,66.8507,576.4194,0.337601
612.5959,66.9176,577.9075,0.337827
613.0773,66.9846,579.3833,0.338051
613.5547,67.0501,580.8477,0.338273
614.0281,67.1170,582.3004,0.338493
614.4974,67.1835,583.7417,0.338712
614.9620,67.2497,585.1721,0.338928
615.4459,67.3195,586.6707,0.339155
615.9208,67.3880,588.1582,0.339381
616.3860,67.4548,589.6353,0.339604
616.8396,67.5210,591.1029,0.339825
617.2802,67.5863,592.5610,0.340045
617.7073,67.6496,594.0103,0.340263
618.1407,67.7157,595.5266,0.340490
618.5563,67.7796,597.0338,0.340716
618.9510,67.8441,598.5327,0.340939
619.3245,67.9065,600.0233,0.341161
619.6763,67.9681,601.5058,0.341380
620.0070,68.0274,602.9800,0.341598
620.3297,68.0889,604.5189,0.341825
620.6266,68.1496,606.0486,0.342049
620.8981,68.2098,607.5692,0.342272
621.1428,68.2688,609.0804,0.342493
621.3617,68.3247,610.5818,0.342712
621.5549,68.3795,612.0736,0.342928
621.7306,68.4333,613.6253,0.343153
621.8801,68.4874,615.1660,0.343377
622.0031,68.5405,616.6941,0.343598
622.1000,68.5955,618.2106,0.343817
622.1734,68.6495,619.7147,0.344034
622.2229,68.7054,621.2735,0.344258
622.2457,68.7607,622.8184,0.344481
622.2419,68.8144,624.3490,0.344702
622.2109,68.8681,625.8648,0.344920
622.1531,68.9218,627.3658,0.345137
622.0613,68.9764,628.9155,0.345361
621.9376,69.0324,630.4478,0.345582
621.7823,69.0869,631.9618,0.345802
621.5978,69.1425,633.4578,0.346019
621.3771,69.1991,634.9966,0.346243
621.1281,69.2545,636.5154,0.346465
620.8507,69.3104,638.0136,0.346685
620.5465,69.3652,639.4910,0.346902
620.1992,69.4236,641.0042,0.347126
619.8199,69.4796,642.4931,0.347347
619.4089,69.5385,643.9569,0.347566
618.9673,69.5940,645.3951,0.347783
618.4728,69.6547,646.8594,0.348006
617.9454,69.7136,648.2943,0.348226
617.3844,69.7738,649.6985,0.348444
616.7698,69.8363,651.1224,0.348668
616.1243,69.8996,652.5132,0.348889
615.4497,69.9631,653.8708,0.349108
614.7206,70.0277,655.2411,0.349332
613.9641,70.0932,656.5756,0.349553
613.1813,70.1589,657.8744,0.349771
612.3738,70.2257,659.1385,0.349988
611.5134,70.2941,660.4096,0.350209
610.6293,70.3615,661.6439,0.350428
609.7248,70.4274,662.8427,0.350644
608.7711,70.4944,664.0472,0.350866
607.7943,70.5603,665.2247,0.351087
606.7920,70.6261,666.3820,0.351307
605.7635,70.6910,667.5225,0.351529
604.7098,70.7543,668.6492,0.351751
603.6672,70.8139,669.7280,0.351967
602.6032,70.8707,670.7969,0.352185
601.5192,70.9276,671.8572,0.352403
600.4160,70.9814,672.9102,0.352623
599.2961,71.0355,673.9583,0.352844
598.1623,71.0876,675.0049,0.353067
597.0545,71.1375,676.0172,0.353283
595.9381,71.1856,677.0329,0.353501
594.8151,71.2320,678.0551,0.353719
593.6876,71.2780,679.0858,0.353940
592.5570,71.3225,680.1267,0.354161
591.4276,71.3672,681.1824,0.354384
590.3411,71.4088,682.2189,0.354600
589.2638,71.4490,683.2776,0.354818
588.1995,71.4876,684.3616,0.355037
587.1516,71.5245,685.4738,0.355257
586.1222,71.5605,686.6153,0.355479
585.1144,71.5946,687.7878,0.355701
584.1320,71.6296,688.9931,0.355925
583.2081,71.6625,690.1851,0.356143
582.3074,71.6943,691.4056,0.356361
581.4325,71.7277,692.6550,0.356581
580.5858,71.7587,693.9339,0.356802
579.7722,71.7924,695.2441,0.357024
578.9896,71.8249,696.5831,0.357248
578.2645,71.8572,697.8981,0.357464
577.5677,71.8885,699.2375,0.357682
576.8990,71.9202,700.6003,0.357900
576.2589,71.9494,701.9859,0.358120
575.6490,71.9814,703.3940,0.358341
575.0704,72.0119,704.8242,0.358564
574.5251,72.0451,706.2759,0.358787
574.0125,72.0772,707.7484,0.359012
573.5521,72.1101,709.1832,0.359229
573.1240,72.1442,710.6356,0.359447
572.7292,72.1779,712.1053,0.359666
572.3698,72.2146,713.5914,0.359887
572.0459,72.2516,715.0932,0.360108
571.7546,72.2881,716.6094,0.360330
571.4983,72.3257,718.1393,0.360554
571.2755,72.3615,719.6822,0.360779
571.0925,72.3975,721.1744,0.360995
570.9397,72.4325,722.6774,0.361213
570.8174,72.4698,724.1901,0.361432
570.7236,72.5047,725.7121,0.361651
570.6547,72.5415,727.2427,0.361872
570.6088,72.5781,728.7814,0.362094
570.5872,72.6156,730.3281,0.362317
570.5892,72.6547,731.8820,0.362541
570.6139,72.6926,733.4434,0.362766
570.6595,72.7306,734.9457,0.362982
570.7244,72.7686,736.4544,0.363200
570.8087,72.8060,737.9690,0.363418
570.9124,72.8440,739.4891,0.363638
571.0349,72.8796,741.0150,0.363859
571.1765,72.9156,742.5461,0.364080
571.3377,72.9491,744.0825,0.364303
571.5190,72.9820,745.6236,0.364526
571.7196,73.0143,747.1696,0.364751
571.9403,73.0451,748.7201,0.364977
572.1696,73.0733,750.2073,0.365193
572.4170,73.1008,751.6984,0.365411
572.6826,73.1276,753.1932,0.365630
572.9668,73.1543,754.6914,0.365850
573.2703,73.1796,756.1927,0.366070
573.5934,73.2038,757.6968,0.366292
573.9375,73.2271,759.2032,0.366515
574.3029,73.2492,760.7119,0.366738
574.6893,73.2703,762.2225,0.366963
575.0963,73.2893,763.7349,0.367188
575.5043,73.3064,765.1798,0.367405
575.9321,73.3226,766.6256,0.367622
576.3788,73.3392,768.0727,0.367840
576.8450,73.3547,769.5203,0.368059
577.3306,73.3704,770.9670,0.368279
577.8337,73.3864,772.4064,0.368499
578.3504,73.4020,773.8297,0.368717
578.8778,73.4172,775.2368,0.368933
579.4391,73.4308,776.6944,0.369158
580.0081,73.4455,778.1354,0.369382
580.5824,73.4583,779.5614,0.369603
581.1629,73.4728,780.9717,0.369823
581.7496,73.4864,782.3664,0.370041
582.3417,73.5008,783.7460,0.370257
582.9644,73.5165,785.1730,0.370481
583.5889,73.5323,786.5856,0.370704
584.2145,73.5484,787.9837,0.370924
584.8391,73.5648,789.3686,0.371143
585.4611,73.5810,790.7413,0.371360
586.1040,73.5986,792.1624,0.371585
586.7382,73.6156,793.5730,0.371808
587.3599,73.6336,794.9749,0.372029
587.9656,73.6507,796.3698,0.372248
588.5522,73.6683,797.7592,0.372465
589.1376,73.6856,799.2025,0.372690
589.6943,73.7015,800.6427,0.372912
590.2206,73.7177,802.0798,0.373133
590.7153,73.7312,803.5145,0.373351
591.1768,73.7451,804.9465,0.373568
591.6240,73.7572,806.4375,0.373792
592.0356,73.7677,807.9333,0.374016
592.4117,73.7770,809.4332,0.374238
592.7516,73.7830,810.9365,0.374460
593.0560,73.7868,812.4427,0.374682
593.3243,73.7892,813.9512,0.374902
593.5615,73.7878,815.4604,0.375123
593.7670,73.7859,816.9701,0.375342
593.9434,73.7798,818.4794,0.375561
594.0923,73.7744,819.9883,0.375779
594.2131,73.7660,821.4958,0.375997
594.3060,73.7572,823.0018,0.376215
594.3712,73.7465,824.5063,0.376432
594.4080,73.7342,826.0085,0.376648
594.4167,73.7191,827.5659,0.376872
594.3951,73.7033,829.1200,0.377096
594.3431,73.6863,830.6705,0.377320
594.2621,73.6690,832.2168,0.377543
594.1512,73.6524,833.7583,0.377765
594.0110,73.6353,835.2947,0.377988
593.8398,73.6199,836.8249,0.378210
593.6395,73.6035,838.3488,0.378431
593.4099,73.5880,839.8657,0.378652
593.1515,73.5712,841.3751,0.378873
592.8634,73.5551,842.8763,0.379093
592.5464,73.5387,844.3689,0.379313
592.2006,73.5233,845.8522,0.379532
591.8254,73.5077,847.3255,0.379751
591.4214,73.4935,848.7885,0.379970
590.9895,73.4800,850.2405,0.380188
590.5295,73.4659,851.6810,0.380406
590.0412,73.4513,853.1095,0.380623
589.5260,73.4365,854.5256,0.380840
588.9847,73.4199,855.9294,0.381057
588.4175,73.4035,857.3221,0.381274
587.8240,73.3863,858.7037,0.381490
587.2050,73.3697,860.0748,0.381707
586.5593,73.3536,861.4355,0.381924
585.8876,73.3376,862.7858,0.382141
585.1898,73.3218,864.1262,0.382359
584.4678,73.3052,865.4589,0.382577
583.7234,73.2872,866.7869,0.382797
582.9563,73.2697,868.1121,0.383017
582.1649,73.2519,869.4370,0.383240
581.3783,73.2377,870.7148,0.383456
580.5670,73.2259,871.9961,0.383674
579.7303,73.2179,873.2821,0.383895
578.8683,73.2115,874.5742,0.384119
578.0150,73.2062,875.8230,0.384337
577.1354,73.1999,877.0776,0.384558
576.2277,73.1927,878.3372,0.384781
575.3289,73.1863,879.5512,0.384999
574.4037,73.1790,880.7711,0.385219
573.4515,73.1719,881.9965,0.385443
572.5134,73.1647,883.1766,0.385660
571.5493,73.1574,884.3618,0.385880
570.5587,73.1500,885.5519,0.386103
569.5865,73.1432,886.6952,0.386320
568.5892,73.1349,887.8427,0.386539
567.5667,73.1274,888.9943,0.386760
566.5184,73.1177,890.1502,0.386985
565.4944,73.1090,891.2581,0.387202
564.4479,73.0989,892.3710,0.387423
563.3787,73.0874,893.4891,0.387645
562.2866,73.0757,894.6123,0.387871
561.2244,73.0619,895.6864,0.388089
560.1399,73.0478,896.7643,0.388309
559.0331,73.0313,897.8458,0.388532
557.9028,73.0133,898.9297,0.388758
556.8069,72.9951,899.9617,0.388974
555.6903,72.9753,900.9960,0.389194
554.5535,72.9534,902.0336,0.389415
553.3966,72.9307,903.0745,0.389640
552.2204,72.9072,904.1191,0.389866
551.0892,72.8829,905.1127,0.390083
549.9419,72.8581,906.1101,0.390302
548.7795,72.8320,907.1120,0.390523
547.6026,72.8042,908.1190,0.390746
546.4124,72.7767,909.1317,0.390972
545.2095,72.7479,910.1506,0.391199
544.0613,72.7207,911.1182,0.391415
542.9017,72.6926,912.0908,0.391633
541.7305,72.6621,913.0682,0.391853
540.5480,72.6304,914.0506,0.392074
539.3539,72.5978,915.0374,0.392298
538.1478,72.5634,916.0283,0.392523
536.9296,72.5291,917.0231,0.392749
535.6994,72.4930,918.0214,0.392977
534.5298,72.4583,918.9634,0.393194
533.3486,72.4234,919.9071,0.393412
532.1556,72.3866,920.8523,0.393631
530.9507,72.3499,921.7989,0.393852
529.7342,72.3126,922.7466,0.394074
528.5060,72.2741,923.6957,0.394298
527.2661,72.2360,924.6456,0.394523
526.0139,72.1967,925.5958,0.394749
524.7496,72.1568,926.5460,0.394977
523.4734,72.1160,927.4965,0.395206
522.2664,72.0764,928.3882,0.395423
521.0496,72.0351,929.2811,0.395640
519.8240,71.9930,930.1758,0.395859
518.5900,71.9492,931.0735,0.396079
517.3479,71.9052,931.9742,0.396300
516.0980,71.8614,932.8782,0.396522
514.8398,71.8185,933.7853,0.396746
513.5751,71.7732,934.6967,0.396970
512.3036,71.7265,935.6132,0.397196
511.0250,71.6791,936.5336,0.397423
509.7396,71.6315,937.4581,0.397652
508.4469,71.5805,938.3867,0.397881
507.1474,71.5302,939.3192,0.398111
505.9283,71.4816,940.1934,0.398328
504.7034,71.4317,941.0714,0.398545
503.4733,71.3820,941.9532,0.398763
502.2379,71.3297,942.8394,0.398982
500.9983,71.2782,943.7294,0.399202
499.7548,71.2267,944.6229,0.399423
498.5079,71.1751,945.5193,0.399644
497.2587,71.1255,946.4184,0.399866
496.0077,71.0750,947.3197,0.400088
494.7553,71.0220,948.2224,0.400311
493.5022,70.9674,949.1257,0.400533
492.2491,70.9133,950.0302,0.400756
490.9961,70.8600,950.9361,0.400979
489.7431,70.8096,951.8430,0.401202
488.4897,70.7552,952.7504,0.401425
487.2361,70.6994,953.6579,0.401648
485.9826,70.6428,954.5660,0.401871
484.7287,70.5854,955.4741,0.402094
483.4744,70.5288,956.3816,0.402318
482.2200,70.4714,957.2892,0.402541
480.9652,70.4145,958.1969,0.402764
479.7104,70.3568,959.1044,0.402987
478.4559,70.2982,960.0122,0.403210
477.2014,70.2400,960.9202,0.403434
475.9466,70.1802,961.8278,0.403657
474.6920,70.1195,962.7353,0.403880
473.4377,70.0585,963.6428,0.404103
472.1833,69.9975,964.5503,0.404327
470.9294,69.9375,965.4586,0.404550
469.6756,69.8762,966.3669,0.404773
468.4222,69.8150,967.2753,0.404996
467.1695,69.7536,968.1845,0.405219
465.9171,69.6917,969.0940,0.405442
464.6656,69.6297,970.0045,0.405666
463.4153,69.5676,970.9161,0.405889
462.1667,69.5061,971.8296,0.406112
460.9199,69.4451,972.7451,0.406335
459.6752,69.3838,973.6628,0.406558
458.4342,69.3224,974.5826,0.406780
457.1976,69.2604,975.5035,0.407003
455.9659,69.1995,976.4254,0.407224
454.7397,69.1373,977.3476,0.407446
453.5208,69.0765,978.2690,0.407666
452.3102,69.0150,979.1887,0.407885
451.1078,68.9532,980.1061,0.408103
449.9131,68.8906,981.0215,0.408320
448.6421,68.8230,981.9996,0.408551
447.3796,68.7557,982.9748,0.408781
446.1248,68.6879,983.9459,0.409010
444.8774,68.6199,984.9126,0.409238
443.6369,68.5522,985.8746,0.409464
442.4028,68.4844,986.8314,0.409689
441.1751,68.4158,987.7833,0.409913
439.9545,68.3470,988.7308,0.410136
438.7407,68.2787,989.6738,0.410358
437.5336,68.2110,990.6124,0.410578
436.3332,68.1445,991.5466,0.410798
435.1389,68.0774,992.4761,0.411016
433.9510,68.0092,993.4014,0.411233
432.6910,67.9365,994.3834,0.411463
431.4379,67.8641,995.3599,0.411692
430.1916,67.7921,996.3311,0.411920
428.9518,67.7212,997.2971,0.412147
427.7187,67.6494,998.2579,0.412372
426.4920,67.5767,999.2135,0.412596
425.2718,67.5035,1000.1640,0.412820
424.0580,67.4293,1001.1091,0.413041
422.8502,67.3558,1002.0490,0.413262
421.6481,67.2828,1002.9832,0.413482
420.4519,67.2103,1003.9117,0.413700
419.2611,67.1391,1004.8349,0.413917
418.0020,67.0623,1005.8096,0.414147
416.7493,66.9847,1006.7786,0.414375
415.5029,66.9069,1007.7415,0.414603
414.2628,66.8283,1008.6988,0.414829
413.0289,66.7500,1009.6502,0.415053
411.8011,66.6717,1010.5962,0.415277
410.5798,66.5923,1011.5369,0.415499
409.3644,66.5145,1012.4719,0.415720
408.1549,66.4365,1013.4015,0.415940
406.9512,66.3593,1014.3257,0.416159
405.7533,66.2827,1015.2444,0.416377
404.5608,66.2053,1016.1574,0.416594
403.3040,66.1243,1017.1180,0.416822
402.0533,66.0439,1018.0723,0.417049
400.8084,65.9625,1019.0203,0.417274
399.5692,65.8821,1019.9619,0.417499
398.3362,65.8010,1020.8978,0.417722
397.1095,65.7193,1021.8286,0.417944
395.8885,65.6388,1022.7535,0.418165
394.6735,65.5562,1023.6730,0.418385
393.4639,65.4739,1024.5867,0.418604
392.2604,65.3906,1025.4952,0.418821
391.0629,65.3061,1026.3990,0.419038
389.8057,65.2177,1027.3478,0.419265
388.5552,65.1277,1028.2919,0.419491
387.3116,65.0397,1029.2310,0.419716
386.0750,64.9510,1030.1655,0.419940
384.8453,64.8626,1031.0957,0.420162
383.6227,64.7748,1032.0211,0.420383
382.4066,64.6870,1032.9420,0.420604
381.1980,64.5993,1033.8586,0.420822
379.9971,64.5118,1034.7709,0.421040
378.7417,64.4189,1035.7267,0.421268
377.4954,64.3272,1036.6777,0.421494
376.2565,64.2366,1037.6248,0.421719
375.0245,64.1476,1038.5671,0.421943
373.7986,64.0588,1039.5046,0.422165
372.5786,63.9684,1040.4369,0.422387
371.3652,63.8766,1041.3649,0.422607
370.1579,63.7821,1042.2882,0.422827
368.9570,63.6884,1043.2073,0.423045
367.7623,63.5933,1044.1219,0.423262
366.5156,63.4973,1045.0773,0.423489
365.2818,63.4004,1046.0225,0.423713
364.0640,63.3063,1046.9546,0.423935
362.8625,63.2135,1047.8737,0.424153
361.6205,63.1165,1048.8215,0.424378
360.3861,63.0190,1049.7614,0.424602
359.1565,62.9207,1050.6945,0.424825
357.9308,62.8217,1051.6202,0.425047
356.7072,62.7221,1052.5371,0.425268
355.4853,62.6210,1053.4436,0.425487
354.2625,62.5205,1054.3374,0.425706
353.0381,62.4190,1055.2162,0.425924
351.8104,62.3200,1056.0787,0.426140
350.5233,62.2136,1056.9625,0.426366
349.2318,62.1087,1057.8269,0.426590
347.9366,61.9987,1058.6716,0.426813
346.6345,61.8907,1059.4926,0.427036
345.3260,61.7808,1060.2893,0.427257
344.0091,61.6723,1061.0583,0.427477
342.6855,61.5627,1061.8021,0.427696
341.3538,61.4515,1062.5165,0.427915
340.0139,61.3413,1063.2008,0.428132
338.6060,61.2254,1063.8789,0.428358
337.1881,61.1115,1064.5178,0.428582
335.7613,60.9980,1065.1188,0.428806
334.3266,60.8872,1065.6816,0.429029
332.8844,60.7757,1066.2040,0.429250
331.4351,60.6639,1066.6847,0.429471
329.9800,60.5510,1067.1244,0.429690
328.5200,60.4389,1067.5220,0.429909
327.0565,60.3250,1067.8798,0.430126
325.5904,60.2132,1068.1978,0.430343
324.0617,60.0948,1068.4875,0.430568
322.5323,59.9806,1068.7328,0.430792
321.0035,59.8637,1068.9338,0.431014
319.4759,59.7504,1069.0907,0.431236
317.9515,59.6330,1069.2043,0.431457
316.4308,59.5171,1069.2734,0.431677
314.9152,59.4011,1069.2992,0.431896
313.4056,59.2866,1069.2821,0.432114
311.9034,59.1706,1069.2224,0.432331
310.3495,59.0522,1069.1179,0.432556
308.8055,58.9288,1068.9718,0.432780
307.2723,58.8084,1068.7828,0.433004
305.7509,58.6872,1068.5531,0.433226
304.2423,58.5668,1068.2831,0.433447
302.7468,58.4486,1067.9736,0.433668
301.2660,58.3304,1067.6256,0.433888
299.8005,58.2116,1067.2399,0.434107
298.3516,58.0947,1066.8157,0.434325
296.9198,57.9771,1066.3544,0.434542
295.4521,57.8577,1065.8367,0.434767
294.0053,57.7384,1065.2797,0.434991
292.5802,57.6193,1064.6846,0.435214
291.1787,57.5014,1064.0496,0.435437
289.8021,57.3849,1063.3760,0.435658
288.4510,57.2665,1062.6646,0.435879
287.1272,57.1507,1061.9147,0.436098
285.8293,57.0323,1061.1315,0.436317
284.5580,56.9157,1060.3154,0.436536
283.3157,56.8001,1059.4656,0.436753
282.0595,56.6783,1058.5483,0.436978
280.8388,56.5622,1057.5934,0.437202
279.6548,56.4416,1056.6027,0.437425
278.5090,56.3238,1055.5759,0.437647
277.4024,56.2052,1054.5155,0.437869
276.3352,56.0897,1053.4224,0.438089
275.3051,55.9745,1052.3014,0.438309
274.3130,55.8598,1051.1534,0.438528
273.3592,55.7441,1049.9797,0.438747
272.4432,55.6313,1048.7797,0.438965
271.5648,55.5153,1047.5549,0.439183
270.7252,55.4022,1046.3055,0.439400
269.9257,55.2873,1045.0330,0.439617
269.1667,55.1734,1043.7383,0.439834
268.4253,55.0552,1042.3750,0.440058
267.7286,54.9385,1040.9906,0.440282
267.0772,54.8228,1039.5870,0.440506
266.4723,54.7084,1038.1654,0.440729
265.9142,54.5944,1036.7271,0.440952
265.4022,54.4794,1035.2744,0.441174
264.9375,54.3652,1033.8082,0.441397
264.5179,54.2485,1032.3302,0.441618
264.1447,54.1339,1030.8364,0.441841
263.8160,54.0166,1029.3229,0.442065
263.5428,53.9028,1027.8400,0.442282
263.3131,53.7875,1026.3369,0.442502
263.1287,53.6744,1024.8146,0.442724
262.9892,53.5609,1023.2747,0.442947
262.8983,53.4522,1021.7741,0.443164
262.8497,53.3431,1020.2597,0.443383
262.8459,53.2326,1018.7327,0.443603
262.8867,53.1221,1017.1941,0.443826
262.9722,53.0077,1015.6454,0.444050
263.0990,52.8989,1014.1458,0.444267
263.2678,52.7859,1012.6391,0.444486
263.4812,52.6755,1011.1266,0.444707
263.7379,52.5632,1009.6097,0.444929
264.0392,52.4502,1008.0895,0.445153
264.3708,52.3439,1006.6260,0.445370
264.7426,52.2343,1005.1616,0.445588
265.1573,52.1263,1003.6984,0.445807
265.6130,52.0176,1002.2369,0.446028
266.1093,51.9092,1000.7780,0.446251
266.6460,51.8019,999.3226,0.446475
267.2220,51.6973,997.8714,0.446700
267.8116,51.5997,996.4834,0.446918
268.4343,51.5001,995.0998,0.447137
269.0908,51.4038,993.7220,0.447357
269.7799,51.3051,992.3508,0.447579
270.5065,51.2096,990.9890,0.447802
