x_right,z_right,x_left,z_left
-27.4962,-671.6012,-20.2345,-678.1039
-26.4045,-670.3828,-19.1356,-676.9093
-25.2895,-669.1865,-18.0426,-675.7141
-24.1779,-667.9891,-16.9459,-674.5220
-23.0865,-666.7751,-15.8535,-673.3272
-21.9756,-665.5807,-14.7577,-672.1357
-20.8680,-664.3858,-13.6594,-670.9438
-19.7791,-663.1758,-12.5662,-669.7477
-18.6718,-661.9841,-11.4685,-668.5575
-17.5676,-660.7917,-10.3759,-667.3619
-16.4803,-659.5852,-9.2842,-666.1681
-15.3759,-658.3955,-8.1896,-664.9813
-14.2926,-657.1877,-7.1021,-663.7918
-13.1878,-656.0005,-6.0115,-662.6100
-12.0857,-654.8122,-4.9282,-661.4243
-11.0031,-653.6071,-3.8405,-660.2455
-9.9007,-652.4213,-2.7612,-659.0640
-8.8008,-651.2344,-1.6827,-657.8842
-7.7197,-650.0315,-0.6001,-656.7105
-6.6197,-648.8478,0.4768,-655.5322
-5.5222,-647.6627,1.5565,-654.3626
-4.4415,-646.4631,2.6299,-653.1878
-3.3435,-645.2813,3.7085,-652.0195
-2.2635,-644.0840,4.7811,-650.8460
-1.1659,-642.9049,5.8530,-649.6742
-0.0705,-641.7245,6.9290,-648.5099
1.0105,-640.5320,7.9996,-647.3397
2.1047,-639.3539,9.0768,-646.1759
3.1967,-638.1750,10.1466,-645.0061
4.2775,-636.9863,11.2153,-643.8381
5.3691,-635.8094,12.2897,-642.6773
6.4489,-634.6217,13.3560,-641.5110
7.5396,-633.4465,14.4298,-640.3518
8.6283,-632.2704,15.4952,-639.1858
9.7077,-631.0865,16.5609,-638.0203
10.7954,-629.9123,17.6332,-636.8624
11.8733,-628.7293,18.6976,-635.6977
12.9600,-627.5567,19.7697,-634.5411
14.0441,-626.3842,20.8352,-633.3750
15.1203,-625.2051,21.9013,-632.2090
16.2033,-624.0347,22.9747,-631.0516
17.2783,-622.8570,24.0396,-629.8864
18.3602,-621.6881,25.1044,-628.7221
19.4406,-620.5188,26.1763,-627.5662
20.5148,-619.3452,27.2406,-626.4014
21.5934,-618.1779,28.3126,-625.2451
22.6666,-617.0058,29.3753,-624.0812
23.7447,-615.8395,30.4443,-622.9263
24.8181,-614.6696,31.5056,-621.7638
25.8945,-613.5040,32.5739,-620.6099
26.9665,-612.3351,33.6341,-619.4482
28.0420,-611.1705,34.7013,-618.2957
29.1139,-610.0032,35.7601,-617.1353
30.1879,-608.8394,36.8267,-615.9838
31.2587,-607.6729,37.8844,-614.8243
32.3316,-606.5102,38.9502,-613.6741
33.4018,-605.3456,40.0071,-612.5156
34.4741,-604.1831,41.0719,-611.3677
35.5430,-603.0200,42.1284,-610.2096
36.6135,-601.8589,43.1942,-609.0633
37.6834,-600.6962,44.2479,-607.9066
38.7535,-599.5337,45.3121,-606.7629
39.8231,-598.3706,46.3623,-605.6053
40.8914,-597.2062,47.4201,-604.4572
41.9582,-596.0421,48.4690,-603.2991
43.0239,-594.8778,49.5245,-602.1490
44.0909,-593.7131,50.5728,-600.9933
45.1575,-592.5479,51.6281,-599.8463
46.2247,-591.3842,52.6861,-598.7031
47.2925,-590.2202,53.7294,-597.5441
48.3589,-589.0546,54.7799,-596.3941
49.4300,-587.8936,55.8263,-595.2403
50.5005,-586.7310,56.8727,-594.0874
51.5761,-585.5741,57.9305,-592.9481
52.6515,-584.4185,58.9851,-591.8054
53.7254,-583.2632,60.0593,-590.6856
54.8160,-582.1278,61.1263,-589.5580
55.9075,-580.9901,62.2276,-588.4725
57.0091,-579.8571,63.3316,-587.3927
58.1101,-578.7246,64.4489,-586.3294
59.2029,-577.5811,65.5727,-585.2748
60.3149,-576.4573,66.6912,-584.2155
61.4302,-575.3344,67.8225,-583.1732
62.5564,-574.2231,68.9579,-582.1381
63.7160,-573.1602,70.0912,-581.1011
64.8776,-572.0988,71.2614,-580.1136
66.0593,-571.0518,72.4213,-579.1164
67.2849,-570.0661,73.6293,-578.1811
68.5190,-569.0798,74.8399,-577.2538
69.7904,-568.1255,76.0594,-576.3439
71.0962,-567.2181,77.3134,-575.4841
72.3947,-566.3178,78.5633,-574.6254
73.6888,-565.4219,79.8300,-573.7920
75.0099,-564.5498,81.0928,-572.9604
76.3164,-563.6848,82.3509,-572.1232
77.6281,-562.8302,83.6200,-571.3064
78.9542,-562.0059,84.8782,-570.4776
80.2678,-561.1826,86.1555,-569.6783
81.5892,-560.3817,87.4249,-568.8715
82.9063,-559.5829,88.7057,-568.0848
84.2210,-558.7948,89.9796,-567.2904
85.5335,-558.0223,91.2517,-566.4947
86.8374,-557.2535,92.5369,-565.7201
88.2713,-556.4163,93.9397,-564.8558
89.7015,-555.5823,95.3549,-564.0134
91.1256,-554.7524,96.7619,-563.1611
92.5465,-553.9276,98.1700,-562.3136
93.9633,-553.1069,99.5809,-561.4731
95.3698,-552.2924,101.0038,-560.6507
96.7676,-551.4849,102.4186,-559.8161
98.1589,-550.6836,103.8435,-558.9966
99.5414,-549.8887,105.2604,-558.1644
100.9183,-549.0971,106.6789,-557.3341
102.2947,-548.3097,108.1020,-556.5116
103.6707,-547.5185,109.5152,-555.6792
105.0430,-546.7378,110.9289,-554.8448
106.4140,-545.9607,112.3466,-554.0166
107.7737,-545.1773,113.7583,-553.1785
109.1414,-544.4013,115.1678,-552.3416
110.4986,-543.6114,116.5770,-551.5066
111.8657,-542.8298,117.9789,-550.6667
113.2318,-542.0489,119.3816,-549.8296
114.5789,-541.2441,120.7756,-548.9835
115.9340,-540.4573,122.1713,-548.1356
117.2666,-539.6440,123.5643,-547.2844
118.6124,-538.8468,124.9513,-546.4269
119.9558,-538.0475,126.3413,-545.5725
121.2632,-537.2096,127.7212,-544.7028
122.5907,-536.3980,129.1028,-543.8311
123.8782,-535.5414,130.4748,-542.9477
125.1857,-534.7124,131.8448,-542.0545
126.4898,-533.8785,133.2116,-541.1585
127.7331,-532.9791,134.5512,-540.2322
129.0123,-532.1160,135.8884,-539.3069
130.2214,-531.1809,137.2193,-538.3732
131.4664,-530.2863,138.5085,-537.3899
132.6350,-529.3177,139.8047,-536.4075
133.8447,-528.3899,141.0867,-535.4156
135.0383,-527.4475,142.3016,-534.3565
136.1337,-526.4133,143.5208,-533.3056
137.2868,-525.4367,144.7291,-532.2385
138.3294,-524.3623,145.8686,-531.1111
139.4379,-523.3501,147.0192,-529.9944
140.5250,-522.3220,148.1250,-528.8408
141.5821,-521.0933,149.3158,-527.5875
142.7216,-519.9401,150.4895,-526.3173
143.7135,-518.6696,151.6371,-525.0390
144.8168,-517.4902,152.7281,-523.7321
145.8890,-516.2870,153.8241,-522.4331
146.8025,-514.9623,154.9064,-521.1250
147.8389,-513.7338,155.9465,-519.7756
148.8498,-512.4849,156.9858,-518.4371
149.7016,-511.1202,158.0089,-517.0883
150.6850,-509.8514,158.9935,-515.7032
151.6319,-508.5564,159.9819,-514.3163
152.4357,-507.1626,160.9551,-512.9230
153.3586,-505.8494,161.8771,-511.4994
154.1161,-504.4263,162.7953,-510.0785
155.0156,-503.0953,163.6967,-508.6484
155.8855,-501.7424,164.5804,-507.2138
156.6177,-500.3026,165.4121,-505.7435
157.4679,-498.9359,166.2548,-504.2805
158.2925,-497.5521,167.0810,-502.8093
158.9981,-496.0972,167.8649,-501.3128
159.8052,-494.7030,168.6620,-499.8197
160.5882,-493.2943,169.4498,-498.3225
161.2710,-491.8285,170.2004,-496.8099
162.0459,-490.4133,170.9592,-495.3102
162.8002,-488.9845,171.7115,-493.8155
163.4628,-487.5050,172.4276,-492.3056
164.2116,-486.0706,173.1568,-490.8026
164.8486,-484.5778,173.8657,-489.2816
165.5843,-483.1375,174.5784,-487.7540
166.2973,-481.6847,175.2833,-486.2224
166.9115,-480.1806,175.9573,-484.6795
167.6079,-478.7167,176.6280,-483.1375
168.2895,-477.2433,177.2879,-481.5923
168.8730,-475.7223,177.9379,-480.0398
169.5319,-474.2361,178.5317,-478.4613
170.1243,-472.8679,179.0897,-477.0179
170.6261,-471.4556,179.6076,-475.5601
171.1948,-470.0734,180.1239,-474.1018
171.6709,-468.6487,180.6322,-472.6409
172.2115,-467.2532,181.0998,-471.1580
172.6595,-465.8171,181.5716,-469.6777
173.1689,-464.4063,182.0296,-468.1954
173.6619,-462.9867,182.4518,-466.7016
174.0646,-461.5265,182.8810,-465.2161
174.5233,-460.0921,183.2879,-463.7157
174.8911,-458.6209,183.6947,-462.2140
175.3075,-457.1690,184.0972,-460.7133
175.7094,-455.7107,184.4698,-459.2020
176.0211,-454.2156,184.8463,-457.6942
176.3787,-452.7390,185.2056,-456.1796
176.6668,-451.2334,185.5579,-454.6650
176.9943,-449.7430,185.9063,-453.1477
177.2650,-448.2325,186.2362,-451.6216
177.5685,-446.7374,186.5635,-450.0912
177.8544,-445.2406,186.8859,-448.5555
178.1134,-443.7345,187.1941,-447.0147
178.3968,-442.2358,187.4982,-445.4747
178.6543,-440.7273,187.8012,-443.9348
178.9322,-439.2307,188.0908,-442.3878
179.2026,-437.7380,188.3786,-440.8372
179.4596,-436.2444,188.6731,-439.2886
179.7297,-434.7547,188.9531,-437.7369
179.9873,-433.2602,189.2411,-436.1885
180.2564,-431.7734,189.5005,-434.6309
180.5222,-430.2855,189.7447,-433.0696
180.7859,-428.7942,190.0732,-431.5349
181.0559,-427.2997,190.3624,-429.9896
181.3242,-425.8013,190.7128,-428.4615
181.5966,-424.3069,191.0229,-426.9206
181.8675,-422.8123,191.3325,-425.3786
182.1436,-421.3191,191.7074,-423.8531
182.4218,-419.8179,192.0324,-422.3147
182.6996,-418.3085,192.4344,-420.7959
182.9928,-416.7889,192.7853,-419.2645
183.2865,-415.2512,193.1511,-417.7379
183.5918,-413.7034,193.5664,-416.2236
183.8999,-412.1457,193.9351,-414.6968
184.2116,-410.5846,194.3650,-413.1842
184.5520,-409.0243,194.7477,-411.6585
184.8929,-407.4594,195.1421,-410.1341
185.2452,-405.8823,195.5974,-408.6261
185.6434,-404.3059,196.0118,-407.1076
186.0420,-402.7233,196.4793,-405.6020
186.4540,-401.1453,196.9067,-404.0821
186.9225,-399.5845,197.3339,-402.5608
187.3939,-398.0151,197.8755,-401.0728
187.8889,-396.4380,198.3729,-399.5715
188.4489,-394.8788,198.9515,-398.0930
189.0131,-393.3260,199.4986,-396.6040
189.5998,-391.7846,200.0509,-395.1131
190.2486,-390.2562,200.6998,-393.6532
190.9153,-388.7066,201.3089,-392.1885
191.6049,-387.1639,202.0283,-390.7621
192.3154,-385.6354,202.7282,-389.3291
193.0886,-384.1427,203.4577,-387.9030
193.8576,-382.6426,204.2240,-386.4951
194.6457,-381.1631,204.9719,-385.0750
195.4923,-379.6988,205.7300,-383.6638
196.3347,-378.2290,206.5285,-382.2724
197.2104,-376.7598,207.3085,-380.8826
198.1192,-375.3057,208.1143,-379.5082
199.0269,-373.8580,208.9093,-378.1289
199.9304,-372.4155,209.7102,-376.7511
200.8339,-370.9815,210.5321,-375.3790
201.7369,-369.5509,211.3429,-374.0014
202.6577,-368.1360,212.1528,-372.6183
203.5787,-366.7255,212.9654,-371.2331
204.5061,-365.3220,213.8246,-369.8667
205.4038,-363.9062,214.6735,-368.4931
206.3047,-362.4931,215.5438,-367.1278
207.2033,-361.0802,216.4064,-365.7561
208.0673,-359.6493,217.2630,-364.3795
208.9332,-358.2183,218.1435,-363.0145
209.8017,-356.7868,219.0118,-361.6429
210.5955,-355.4860,219.8310,-360.4116
211.4017,-354.1930,220.6417,-359.1718
212.2303,-352.9115,221.4694,-357.9398
213.0561,-351.6259,222.2875,-356.7038
213.8967,-350.3479,223.0920,-355.4584
214.7347,-349.0693,223.9227,-354.2236
215.5854,-347.7979,224.7272,-352.9704
216.4352,-346.5240,225.5818,-351.7456
217.2989,-345.2566,226.4212,-350.5124
218.1666,-343.9910,227.2840,-349.2904
219.0349,-342.7255,228.1431,-348.0635
219.9119,-341.4654,229.0053,-346.8333
220.7784,-340.1972,229.8595,-345.5982
221.6544,-338.9329,230.7219,-344.3682
222.5215,-337.6623,231.5774,-343.1316
223.3992,-336.3969,232.4415,-341.8986
224.2679,-335.1242,233.3067,-340.6650
225.1486,-333.8583,234.1644,-339.4220
226.0182,-332.5845,235.0320,-338.1837
226.8867,-331.3083,235.8921,-336.9371
227.7719,-330.0406,236.7608,-335.6964
228.6418,-328.7619,237.6224,-334.4486
229.5277,-327.4924,238.4943,-333.2029
230.3990,-326.2121,239.3680,-331.9554
231.2855,-324.9403,240.2350,-330.6992
232.1595,-323.6594,241.1135,-329.4440
233.0321,-322.3758,241.9849,-328.1818
233.9252,-321.1043,242.8672,-326.9209
234.8003,-319.8193,243.7433,-325.6526
235.6957,-318.5446,244.6258,-324.3918
236.5746,-317.2572,245.5094,-323.1299
237.4732,-315.9803,246.3855,-321.8632
238.3545,-314.6901,247.2697,-320.6002
239.2547,-313.4109,248.1491,-319.3296
240.1377,-312.1184,249.0365,-318.0613
241.0189,-310.8231,249.9192,-316.7859
241.9234,-309.5418,250.8107,-315.5117
242.8072,-308.2450,251.7044,-314.2349
243.7137,-306.9614,252.5924,-312.9525
244.6001,-305.6627,253.4885,-311.6717
245.5086,-304.3770,254.3800,-310.3842
246.3970,-303.0758,255.2789,-309.0993
247.3064,-301.7867,256.1715,-307.8109
248.1979,-300.4830,257.0708,-306.5259
249.0875,-299.1759,257.9708,-305.2405
250.0048,-297.8856,258.8653,-303.9500
250.8970,-296.5758,259.7652,-302.6640
251.8191,-295.2842,260.6594,-301.3738
252.7090,-293.9682,261.5589,-300.0880
253.6175,-292.6628,262.4538,-298.7976
254.5200,-291.3514,263.3556,-297.5081
255.4124,-290.0309,264.2535,-296.2144
256.3554,-288.7432,265.1554,-294.9234
257.3114,-287.4626,266.0540,-293.6278
258.2668,-286.1803,266.9566,-292.3356
259.2543,-284.9190,267.8603,-291.0427
260.1933,-283.6208,268.7583,-289.7485
261.1563,-282.3389,269.6637,-288.4525
262.0932,-281.0379,270.5706,-287.1455
263.0533,-279.7525,271.4866,-285.8348
263.9952,-278.4524,272.4014,-284.5176
264.9631,-277.1691,273.3201,-283.2022
265.9061,-275.8665,274.2369,-281.8809
266.8757,-274.5813,275.1599,-280.5601
267.8204,-273.2765,276.0816,-279.2335
268.7981,-271.9933,277.0070,-277.9089
269.7401,-270.6822,277.9284,-276.5828
270.7256,-269.4004,278.8532,-275.2586
271.6545,-268.0761,279.7763,-273.9298
272.6186,-266.7754,280.7049,-272.6015
273.5430,-265.4445,281.6311,-271.2698
274.4991,-264.1343,282.5571,-269.9377
275.4258,-262.8013,283.4875,-268.6058
276.3834,-261.4887,284.4160,-267.2710
277.3142,-260.1552,285.3488,-265.9352
278.2720,-258.8386,286.2768,-264.5992
279.2179,-257.5115,287.2083,-263.2671
280.1958,-256.2059,288.1384,-261.9307
281.1379,-254.8731,289.0700,-260.5911
282.1131,-253.5629,290.0064,-259.2518
283.0691,-252.2367,290.9408,-257.9103
283.9845,-250.8795,291.8772,-256.5699
284.9279,-249.5406,292.8112,-255.2264
285.8489,-248.1835,293.7493,-253.8844
286.7989,-246.8451,294.6832,-252.5427
287.7480,-245.5034,295.6175,-251.2050
288.6753,-244.1441,296.5491,-249.8647
289.6301,-242.8021,297.4821,-248.5297
290.5595,-241.4399,298.4143,-247.1908
291.5160,-240.0952,299.3477,-245.8547
292.4473,-238.7303,300.2804,-244.5145
293.4033,-237.3824,301.2149,-243.1712
294.3589,-236.0327,302.1543,-241.8266
295.2940,-234.6663,303.0931,-240.4790
296.2496,-233.3138,304.0356,-239.1295
297.1861,-231.9462,304.9791,-237.7741
298.1432,-230.5933,305.9271,-236.4165
299.1001,-229.2390,306.8752,-235.0542
300.0404,-227.8716,307.8278,-233.6907
300.9986,-226.5165,308.7806,-232.3233
301.9549,-225.1590,309.7349,-230.9542
302.8975,-223.7898,310.6908,-229.5843
303.8560,-222.4315,311.6471,-228.2107
304.7993,-221.0615,312.6073,-226.8355
305.7600,-219.7032,313.5673,-225.4572
306.6251,-218.4805,314.4344,-224.2158
307.4761,-217.2461,315.3000,-222.9732
308.3424,-216.0218,316.1662,-221.7297
309.1942,-214.7853,317.0339,-220.4874
310.0615,-213.5593,317.9017,-219.2431
310.9279,-212.3315,318.7707,-217.9986
311.7801,-211.0930,319.6405,-216.7508
312.6465,-209.8637,320.5117,-215.5036
313.4994,-208.6234,321.3833,-214.2557
314.3671,-207.3929,322.2553,-213.0056
315.2299,-206.1579,323.1290,-211.7557
316.0907,-204.9207,324.0028,-210.5043
316.9712,-203.6960,324.8772,-209.2519
317.8181,-202.4463,325.7516,-207.9995
318.6840,-201.2083,326.6257,-206.7470
319.4940,-199.9308,327.5017,-205.4931
320.2956,-198.6466,328.3782,-204.2380
321.0866,-197.3540,329.2546,-202.9823
321.9436,-196.1061,330.1312,-201.7254
322.8140,-194.8663,331.0094,-200.4679
323.7063,-193.6400,331.8879,-199.2092
324.5775,-192.3983,332.7676,-197.9499
325.4630,-191.1643,333.6460,-196.6904
326.3367,-189.9213,334.5256,-195.4294
327.2262,-188.6879,335.4076,-194.1682
328.0999,-187.4428,336.2885,-192.9047
328.9913,-186.2080,337.1709,-191.6406
329.8816,-184.9712,338.0534,-190.3756
330.7638,-183.7277,338.9380,-189.1101
331.6651,-182.4951,339.8210,-187.8429
332.5433,-181.2467,340.7065,-186.5739
333.4418,-180.0104,341.5942,-185.3032
334.3337,-178.7683,342.4783,-184.0294
335.1950,-177.5047,343.3648,-182.7568
336.0795,-176.2547,344.2488,-181.4815
336.9382,-174.9869,345.1371,-180.2066
337.8247,-173.7350,346.0197,-178.9291
338.6786,-172.4613,346.9066,-177.6536
339.5625,-171.2060,347.7885,-176.3714
340.4062,-169.9245,348.6740,-175.0923
341.2741,-168.6578,349.5526,-173.8091
342.1092,-167.3700,350.4339,-172.5297
342.9700,-166.0974,351.3071,-171.2482
343.8358,-164.8279,352.1827,-169.9688
344.6637,-163.5351,353.0586,-168.6882
345.5260,-162.2630,353.9207,-167.4025
346.3451,-160.9638,354.7865,-166.1236
347.1959,-159.6843,355.6412,-164.8367
348.0047,-158.3796,356.5012,-163.5508
348.8446,-157.0941,357.3502,-162.2567
349.6830,-155.8081,358.2027,-160.9619
350.4728,-154.4936,359.0554,-159.6629
351.3004,-153.2018,359.8904,-158.3539
352.0770,-151.8802,360.7361,-157.0455
352.8931,-150.5819,361.5595,-155.7279
353.7064,-149.2816,362.3865,-154.4158
354.4621,-147.9474,363.2057,-153.1004
355.2606,-146.6386,363.9963,-151.7672
356.0028,-145.2972,364.7976,-150.4395
356.7863,-143.9803,365.5760,-149.0988
357.5618,-142.6594,366.3621,-147.7595
358.2790,-141.3050,367.1292,-146.4099
359.0391,-139.9759,367.8991,-145.0614
359.7452,-138.6158,368.6651,-143.7137
360.4914,-137.2785,369.4043,-142.3574
361.2317,-135.9374,370.1479,-141.0110
361.9225,-134.5686,370.8746,-139.6515
362.6496,-133.2222,371.6095,-138.2871
363.3318,-131.8513,372.3430,-136.9169
364.0471,-130.5002,373.0554,-135.5321
364.7203,-129.1260,373.7763,-134.1531
365.4242,-127.7698,374.4782,-132.7629
366.1241,-126.4120,375.1851,-131.3775
366.7831,-125.0323,375.8890,-129.9911
367.4727,-123.6700,376.5690,-128.5929
368.1245,-122.2875,377.2583,-127.2021
368.8053,-120.9218,377.9287,-125.8000
369.4810,-119.5542,378.6062,-124.4014
370.1193,-118.1670,379.2670,-122.9960
370.7855,-116.7958,379.9322,-121.5924
371.4143,-115.4053,380.5968,-120.1900
372.0711,-114.0300,381.2424,-118.7783
372.7236,-112.6531,381.8970,-117.3714
373.3381,-111.2580,382.5366,-115.9551
373.9828,-109.8793,383.1849,-114.5434
374.5849,-108.4796,383.8147,-113.1236
375.2147,-107.0950,384.4514,-111.7070
375.7995,-105.6884,385.0705,-110.2835
376.4050,-104.2933,385.6930,-108.8615
377.0051,-102.8966,386.3126,-107.4385
377.5474,-101.4733,386.9003,-105.9992
378.1176,-100.0646,387.4955,-104.5654
378.6395,-98.6342,388.0657,-103.1196
379.1859,-97.2161,388.6360,-101.6764
379.6861,-95.7775,389.1970,-100.2300
380.2075,-94.3499,389.7339,-98.7739
380.7167,-92.9182,390.2760,-97.3207
381.2065,-91.4778,390.8046,-95.8646
381.7161,-90.0474,391.3353,-94.4111
382.2001,-88.6067,391.8629,-92.9573
382.7025,-87.1746,392.3726,-91.4978
383.2011,-85.7406,392.8860,-90.0430
383.6762,-84.2965,393.3887,-88.5851
384.1688,-82.8622,393.8940,-87.1276
384.6417,-81.4199,394.4013,-85.6724
385.1332,-79.9867,394.8996,-84.2142
385.6038,-78.5438,395.4035,-82.7610
386.0918,-77.1112,395.8961,-81.3022
386.5575,-75.6689,396.3912,-79.8465
387.0389,-74.2338,396.8802,-78.3892
387.5177,-72.7967,397.3693,-76.9344
387.9839,-71.3536,397.8576,-75.4815
388.4652,-69.9171,398.3459,-74.0291
388.9299,-68.4759,398.8362,-72.5770
389.4094,-67.0416,399.3212,-71.1233
389.8871,-65.6066,399.8065,-69.6708
390.3516,-64.1662,400.2906,-68.2189
390.8301,-62.7322,400.7738,-66.7673
391.2944,-61.2923,401.2583,-65.3170
391.7712,-59.8583,401.7414,-63.8666
392.2365,-58.4206,402.2263,-62.4170
392.7143,-56.9875,402.7086,-60.9675
393.1820,-55.5506,403.1943,-59.5198
393.6621,-54.1194,403.6772,-58.0715
394.1305,-52.6841,404.1630,-56.6245
394.6116,-51.2544,404.6451,-55.1765
395.0796,-49.8184,405.1283,-53.7301
395.5603,-48.3874,405.6124,-52.2848
396.0288,-46.9520,406.0935,-50.8385
396.5096,-45.5212,406.5781,-49.3942
396.9889,-44.0916,407.0596,-47.9483
397.4592,-42.6596,407.5450,-46.5040
397.9399,-41.2293,408.0266,-45.0596
398.4114,-39.7929,408.5108,-43.6178
398.8913,-38.3626,408.9906,-42.1735
399.3629,-36.9278,409.4756,-40.7319
399.8453,-35.4944,409.9549,-39.2899
400.3177,-34.0554,410.4391,-37.8509
400.8003,-32.6206,410.9172,-36.4097
401.2735,-31.1814,411.4010,-34.9710
401.7577,-29.7445,411.8782,-33.5308
402.2319,-28.3024,412.3612,-32.0934
402.7144,-26.8641,412.8381,-30.6537
403.1877,-25.4249,413.3223,-29.2159
403.6695,-23.9879,413.8001,-27.7762
404.1430,-22.5478,414.2845,-26.3391
404.6251,-21.1104,414.7614,-24.8993
405.1065,-19.6741,415.2379,-23.4584
405.5798,-18.2350,415.7227,-22.0197
406.0606,-16.7986,416.2012,-20.5787
406.5344,-15.3590,416.6857,-19.1397
407.0155,-13.9222,417.1626,-17.6974
407.4889,-12.4839,417.6484,-16.2577
407.9695,-11.0492,418.1259,-14.8144
408.4422,-9.6111,418.6125,-13.3742
408.9229,-8.1752,419.0891,-11.9302
409.3953,-6.7362,419.5756,-10.4896
409.8752,-5.3018,420.0501,-9.0436
410.3464,-3.8648,420.5377,-7.6020
410.8262,-2.4295,421.0125,-6.1559
411.2983,-0.9907,421.4997,-4.7141
411.7774,0.4443,421.9743,-3.2672
412.2496,1.8818,422.4620,-1.8246
412.7294,3.3168,422.9365,-0.3771
413.2017,4.7554,423.4241,1.0658
413.6805,6.1905,423.8987,2.5139
414.1535,7.6292,424.3866,3.9572
414.6326,9.0638,424.8609,5.4060
415.1047,10.5000,425.3497,6.8498
415.5836,11.9343,425.8412,8.2930
416.0559,13.3722,426.3144,9.7426
416.5365,14.8097,426.8056,11.1857
417.0076,16.2499,427.2777,12.6359
417.4854,17.6883,427.7682,14.0799
417.9562,19.1298,428.2386,15.5310
418.4321,20.5678,428.7293,16.9755
418.9035,22.0099,429.1995,18.4270
419.3810,23.4508,429.6901,19.8714
419.8532,24.8953,430.1603,21.3229
420.3312,26.3375,430.6513,22.7674
420.8032,27.7814,431.1214,24.2195
421.2820,29.2249,431.6131,25.6642
421.7546,30.6719,432.0838,27.1161
422.2329,32.1177,432.5749,28.5613
422.7063,33.5654,433.0447,30.0142
423.1853,35.0113,433.5362,31.4597
423.6591,36.4594,434.0070,32.9127
424.1384,37.9041,434.4982,34.3591
424.6110,39.3508,434.9676,35.8133
425.0893,40.7968,435.4597,37.2598
425.5626,42.2452,435.9305,38.7137
426.0353,43.6937,436.4221,40.1608
426.5142,45.1395,436.8923,41.6155
426.9868,46.5880,437.3841,43.0630
427.4658,48.0348,437.8793,44.5096
427.9385,49.4835,438.3467,45.9659
428.4176,50.9310,438.8419,47.4129
428.8903,52.3798,439.3097,48.8695
429.3693,53.8266,439.8046,50.3174
429.8423,55.2761,440.2724,51.7744
430.3214,56.7236,440.7669,53.2227
430.7948,58.1740,441.2352,54.6800
431.2741,59.6230,441.7296,56.1286
431.7481,61.0749,442.1983,57.5859
432.2279,62.5250,442.6930,59.0348
432.7022,63.9768,443.1617,60.4927
433.1820,65.4276,443.6568,61.9419
433.6573,66.8801,444.1271,63.3997
434.1384,68.3310,444.6213,64.8496
434.6140,69.7845,445.1190,66.2985
435.0945,71.2354,445.5853,67.7581
435.5704,72.6878,446.0832,69.2075
436.0459,74.1403,446.5509,70.6672
436.5282,75.5912,447.0483,72.1171
437.0036,77.0446,447.5175,73.5765
437.4857,78.4961,448.0140,75.0272
437.9614,79.9499,448.4834,76.4871
438.4435,81.4022,448.9793,77.9385
438.9199,82.8569,449.4510,79.3979
439.4023,84.3095,449.9456,80.8502
439.8790,85.7646,450.4434,82.3015
440.3614,87.2172,450.9116,83.7628
440.8381,88.6725,451.4087,85.2148
441.3142,90.1277,451.8784,86.6760
441.7973,91.5813,452.3746,88.1287
442.2740,93.0382,452.8451,89.5899
442.7573,94.4928,453.3401,91.0434
443.2343,95.9496,453.8118,92.5047
443.7177,97.4047,454.3052,93.9591
444.1953,98.8623,454.8018,95.4126
444.6795,100.3180,455.2705,96.8752
445.1572,101.7764,455.7660,98.3295
445.6343,103.2349,456.2358,99.7922
446.1186,104.6911,456.7303,101.2472
446.5964,106.1498,457.2012,102.7100
447.0812,107.6060,457.6953,104.1655
447.5585,109.0646,458.1921,105.6204
448.0426,110.5227,458.6614,107.0842
448.5213,111.9832,459.1572,108.5395
449.0066,113.4416,459.6283,110.0029
449.4846,114.9012,460.1231,111.4590
449.9624,116.3620,460.5958,112.9221
450.4470,117.8192,461.0895,114.3791
450.9252,119.2803,461.5858,115.8353
451.4111,120.7396,462.0546,117.3003
451.8889,122.2004,462.5494,118.7577
452.3737,123.6604,463.0202,120.2227
452.8517,125.1218,463.5119,121.6812
453.3362,126.5806,463.9813,123.1472
453.8142,128.0432,464.4722,124.6064
454.2919,129.5064,464.9427,126.0722
454.7765,130.9669,465.4328,127.5321
455.2546,132.4291,465.9253,128.9916
455.7394,133.8894,466.3942,130.4587
456.2183,135.3536,466.8855,131.9185
456.7029,136.8139,467.3558,133.3857
457.1812,138.2764,467.8469,134.8462
457.6664,139.7380,468.3189,136.3128
458.1445,141.2008,468.8093,137.7740
458.6226,142.6649,469.3022,139.2344
459.1074,144.1261,469.7719,140.7023
459.5856,145.5896,470.2643,142.1634
460.0710,147.0515,470.7355,143.6314
460.5502,148.5167,471.2265,145.0929
461.0365,149.9801,471.6982,146.5608
461.5162,151.4455,472.1875,148.0236
462.0023,152.9086,472.6593,149.4920
462.4823,154.3745,473.1474,150.9554
462.9615,155.8392,473.6379,152.4182
463.4481,157.3020,474.1076,153.8878
463.9272,158.7667,474.5977,155.3513
464.4133,160.2302,475.0694,156.8206
464.8935,161.6964,475.5586,158.2845
465.3805,163.1595,476.0500,159.7480
465.8602,164.6246,476.5204,161.2186
466.3399,166.0916,477.0105,162.6828
466.8269,167.5561,477.4816,164.1533
467.3075,169.0246,477.9708,165.6179
467.7946,170.4897,478.4443,167.0879
468.2744,171.9554,478.9324,168.5537
468.7538,173.4217,479.4229,170.0187
